llm,prompt_id,type,open_weights,full_cot,avg_completion_tokens,avg_reasoning_ratio,avg_success_rate,total_responses
claude-opus-4,AIME2023II_P1_mod,Math,False,False,1385.8,0.6732283825471836,1.0,5
claude-opus-4,AIME2025I_P2_modified,Math,False,False,6155.8,0.9329499805499782,1.0,5
claude-opus-4,AIME2025I_Problem_2,Math,False,False,6012.0,0.9105509823308605,1.0,5
claude-opus-4,Ice cream parlor,Math,False,False,3571.4,0.8184621304529319,1.0,5
claude-opus-4,Integer pairs,Math,False,False,5833.4,0.8631266249359802,1.0,5
claude-opus-4,brazil_continent,knowledge,False,False,56.8,0.704554248042913,1.0,5
claude-opus-4,bridge_torch_default,logic puzzle,False,False,941.4,0.6492606067890412,1.0,5
claude-opus-4,bridge_torch_easy,logic puzzle,False,False,2168.8,0.839124273356114,0.8,5
claude-opus-4,bridge_torch_easy_10m,logic puzzle,False,False,582.4,0.5922422669535845,1.0,5
claude-opus-4,bridge_torch_impossible,logic puzzle,False,False,10623.6,0.9524759265011433,0.8,5
claude-opus-4,capital_of_australia,knowledge,False,False,86.2,0.8606289556044491,1.0,5
claude-opus-4,leap_year_february_days,knowledge,False,False,93.8,0.8527008146380423,1.0,5
claude-opus-4,monty_appliance_simple,logic puzzle,False,False,1060.0,0.7219785781499285,0.6,5
claude-opus-4,monty_hall_default,logic puzzle,False,False,638.8,0.6040845836122485,1.0,5
claude-opus-4,monty_hall_inverse,logic puzzle,False,False,1541.8,0.661957053046818,0.8,5
claude-opus-4,one_plus_one,knowledge,False,False,49.2,0.9408837415482404,1.0,5
claude-opus-4,roses_logic,logic puzzle,False,False,520.0,0.4932724410023601,1.0,5
claude-opus-4,train_distance,knowledge,False,False,138.8,0.5314021017257418,1.0,5
claude-opus-4.1,AIME2023II_P1,Math,False,False,1103.2,0.6189751466049487,1.0,5
claude-opus-4.1,AIME2023II_P1_mod,Math,False,False,1540.4,0.6837265348596889,1.0,5
claude-opus-4.1,AIME2025I_P2_modified,Math,False,False,2275.4,0.8050469170598691,1.0,5
claude-opus-4.1,AIME2025I_Problem_2,Math,False,False,3314.6,0.8344058462402375,1.0,5
claude-opus-4.1,Ice cream parlor,Math,False,False,3077.8,0.7775144591349518,1.0,5
claude-opus-4.1,Integer pairs,Math,False,False,4914.4,0.8461016760552571,1.0,5
claude-opus-4.1,brazil_continent,knowledge,False,False,58.8,0.7145804922035042,1.0,5
claude-opus-4.1,bridge_torch_default,logic puzzle,False,False,1055.4,0.669209175034682,1.0,5
claude-opus-4.1,bridge_torch_easy,logic puzzle,False,False,3450.8,0.8908475874209711,1.0,5
claude-opus-4.1,bridge_torch_easy_10m,logic puzzle,False,False,668.6,0.566313688140304,1.0,5
claude-opus-4.1,bridge_torch_impossible,logic puzzle,False,False,9453.4,0.9461991207704656,0.4,5
claude-opus-4.1,capital_of_australia,knowledge,False,False,81.8,0.8503993748768014,1.0,5
claude-opus-4.1,leap_year_february_days,knowledge,False,False,108.6,0.6869986884391748,1.0,5
claude-opus-4.1,monty_appliance_simple,logic puzzle,False,False,1069.0,0.6332722891257566,1.0,5
claude-opus-4.1,monty_hall_default,logic puzzle,False,False,622.0,0.57227122312891,1.0,5
claude-opus-4.1,monty_hall_inverse,logic puzzle,False,False,730.6,0.5624805869177731,1.0,5
claude-opus-4.1,one_plus_one,knowledge,False,False,49.2,0.9409682375450179,1.0,5
claude-opus-4.1,roses_logic,logic puzzle,False,False,558.6,0.47321036910679865,1.0,5
claude-opus-4.1,train_distance,knowledge,False,False,147.8,0.49562789946875885,1.0,5
deepseek-r1,AIME2023II_P1,Math,True,True,1982.2,0.769239131778362,1.0,5
deepseek-r1,AIME2023II_P1_mod,Math,True,True,1449.2,0.7232953699324952,1.0,5
deepseek-r1,AIME2025I_P2_modified,Math,True,True,3170.4,0.8725225763557625,1.0,5
deepseek-r1,AIME2025I_Problem_2,Math,True,True,2674.0,0.8573053763137171,1.0,5
deepseek-r1,Ice cream parlor,Math,True,True,3098.2,0.8340728129218533,1.0,5
deepseek-r1,Integer pairs,Math,True,True,4966.2,0.8947130508127519,1.0,5
deepseek-r1,brazil_continent,knowledge,True,True,354.0,0.8403235961823914,1.0,5
deepseek-r1,bridge_torch_default,logic puzzle,True,True,1950.0,0.8483548570746484,1.0,5
deepseek-r1,bridge_torch_easy,logic puzzle,True,True,9136.4,0.9238472616107897,0.2,5
deepseek-r1,bridge_torch_easy_10m,logic puzzle,True,True,2822.8,0.9412832038729769,1.0,5
deepseek-r1,bridge_torch_impossible,logic puzzle,True,True,8031.8,0.9027595771462285,0.0,5
deepseek-r1,capital_of_australia,knowledge,True,True,245.6,0.7936741225827277,1.0,5
deepseek-r1,leap_year_february_days,knowledge,True,True,302.8,0.8215453403653049,1.0,5
deepseek-r1,monty_appliance_simple,logic puzzle,True,True,4065.8,0.9448966285288056,1.0,5
deepseek-r1,monty_hall_default,logic puzzle,True,True,1033.2,0.7585450213198698,1.0,5
deepseek-r1,monty_hall_inverse,logic puzzle,True,True,2704.6,0.8921060940081569,1.0,5
deepseek-r1,one_plus_one,knowledge,True,True,263.0,0.8525262606286004,1.0,5
deepseek-r1,roses_logic,logic puzzle,True,True,758.6,0.7587559178907399,1.0,5
deepseek-r1,train_distance,knowledge,True,True,354.8,0.8049484747503414,1.0,5
deepseek-r1-0528,AIME2023II_P1,Math,True,True,4122.6,0.8862073076623785,1.0,5
deepseek-r1-0528,AIME2023II_P1_mod,Math,True,True,4005.2,0.8923767033885797,1.0,5
deepseek-r1-0528,AIME2025I_P2_modified,Math,True,True,6261.6,0.8897027337695949,1.0,5
deepseek-r1-0528,AIME2025I_Problem_2,Math,True,True,7673.4,0.9195804627619693,1.0,5
deepseek-r1-0528,Ice cream parlor,Math,True,True,11761.6,0.9556454484617258,1.0,5
deepseek-r1-0528,Integer pairs,Math,True,True,13108.0,0.9480477746028477,1.0,5
deepseek-r1-0528,brazil_continent,knowledge,True,True,234.6,0.7975364112589689,1.0,5
deepseek-r1-0528,bridge_torch_default,logic puzzle,True,True,5915.6,0.9166766772995238,1.0,5
deepseek-r1-0528,bridge_torch_easy,logic puzzle,True,True,12177.0,0.9695592971356713,1.0,5
deepseek-r1-0528,bridge_torch_easy_10m,logic puzzle,True,True,5451.0,0.9354679335273246,1.0,5
deepseek-r1-0528,bridge_torch_impossible,logic puzzle,True,True,14393.5,0.9640480026519096,1.0,2
deepseek-r1-0528,capital_of_australia,knowledge,True,True,360.2,0.6071182573154031,1.0,5
deepseek-r1-0528,leap_year_february_days,knowledge,True,True,454.6,0.8000288728374947,1.0,5
deepseek-r1-0528,monty_appliance_simple,logic puzzle,True,True,4326.2,0.8846982017390704,1.0,5
deepseek-r1-0528,monty_hall_default,logic puzzle,True,True,1720.0,0.6888874747258533,1.0,5
deepseek-r1-0528,monty_hall_inverse,logic puzzle,True,True,7591.6,0.9197766061778267,1.0,5
deepseek-r1-0528,one_plus_one,knowledge,True,True,323.6,0.9304659318106498,1.0,5
deepseek-r1-0528,roses_logic,logic puzzle,True,True,1193.6,0.6858256849311548,1.0,5
deepseek-r1-0528,train_distance,knowledge,True,True,661.2,0.7695746435258282,1.0,5
deepseek-r1-distill-qwen-7b,AIME2023II_P1,Math,True,True,1793.2,0.7491969799540825,1.0,5
deepseek-r1-distill-qwen-7b,AIME2023II_P1_mod,Math,True,True,2139.6,0.7647868645542519,1.0,5
deepseek-r1-distill-qwen-7b,AIME2025I_P2_modified,Math,True,True,3877.0,0.8851108361927624,1.0,5
deepseek-r1-distill-qwen-7b,AIME2025I_Problem_2,Math,True,True,3624.2,0.8986796930493807,1.0,5
deepseek-r1-distill-qwen-7b,Ice cream parlor,Math,True,True,4394.2,0.8845333573486158,1.0,5
deepseek-r1-distill-qwen-7b,Integer pairs,Math,True,True,8040.6,0.9330771672219054,0.8,5
deepseek-r1-distill-qwen-7b,brazil_continent,knowledge,True,True,312.2,0.9095284092004967,1.0,5
deepseek-r1-distill-qwen-7b,bridge_torch_default,logic puzzle,True,True,2608.8,0.9036898479867699,1.0,5
deepseek-r1-distill-qwen-7b,bridge_torch_easy,logic puzzle,True,True,10291.4,0.8911670278374034,0.2,5
deepseek-r1-distill-qwen-7b,bridge_torch_easy_10m,logic puzzle,True,True,8402.2,0.9390988924161882,0.6,5
deepseek-r1-distill-qwen-7b,bridge_torch_impossible,logic puzzle,True,True,11637.8,0.9595758012354617,0.0,5
deepseek-r1-distill-qwen-7b,capital_of_australia,knowledge,True,True,340.6,0.9292212380552842,1.0,5
deepseek-r1-distill-qwen-7b,leap_year_february_days,knowledge,True,True,520.4,0.9412144731294882,1.0,5
deepseek-r1-distill-qwen-7b,monty_appliance_simple,logic puzzle,True,True,5358.6,0.9408039164440769,0.4,5
deepseek-r1-distill-qwen-7b,monty_hall_default,logic puzzle,True,True,979.6,0.8022919396956667,1.0,5
deepseek-r1-distill-qwen-7b,monty_hall_inverse,logic puzzle,True,True,1257.0,0.8917105846064513,0.0,5
deepseek-r1-distill-qwen-7b,one_plus_one,knowledge,True,True,149.6,0.41935992833688107,1.0,5
deepseek-r1-distill-qwen-7b,roses_logic,logic puzzle,True,True,1626.0,0.8313786012289093,0.8,5
deepseek-r1-distill-qwen-7b,train_distance,knowledge,True,True,259.2,0.4204550716532921,1.0,5
gemini-2.5-flash-high,AIME2023II_P1,Math,False,False,4612.4,0.7509345903010345,1.0,5
gemini-2.5-flash-high,AIME2023II_P1_mod,Math,False,False,4206.2,0.7051603859375808,1.0,5
gemini-2.5-flash-high,AIME2025I_P2_modified,Math,False,False,2878.2,0.6767252147069028,1.0,5
gemini-2.5-flash-high,AIME2025I_Problem_2,Math,False,False,3551.0,0.6849696278116582,1.0,5
gemini-2.5-flash-high,Ice cream parlor,Math,False,False,5752.4,0.733081053454214,1.0,5
gemini-2.5-flash-high,Integer pairs,Math,False,False,5679.2,0.7200639256588726,1.0,5
gemini-2.5-flash-high,brazil_continent,knowledge,False,False,38.8,0.7630122328453524,1.0,5
gemini-2.5-flash-high,bridge_torch_default,logic puzzle,False,False,2005.6,0.8032336201110691,1.0,5
gemini-2.5-flash-high,bridge_torch_easy,logic puzzle,False,False,8220.6,0.9262264886260729,0.0,5
gemini-2.5-flash-high,bridge_torch_easy_10m,logic puzzle,False,False,5414.0,0.9383480355155708,0.8,5
gemini-2.5-flash-high,bridge_torch_impossible,logic puzzle,False,False,9397.4,0.7969888603904549,0.6,5
gemini-2.5-flash-high,capital_of_australia,knowledge,False,False,47.2,0.7745766733266735,1.0,5
gemini-2.5-flash-high,leap_year_february_days,knowledge,False,False,126.0,0.8595203731292299,1.0,5
gemini-2.5-flash-high,monty_appliance_simple,logic puzzle,False,False,990.4,0.8182757185627153,1.0,5
gemini-2.5-flash-high,monty_hall_default,logic puzzle,False,False,1377.0,0.7037563496471732,1.0,5
gemini-2.5-flash-high,monty_hall_inverse,logic puzzle,False,False,2494.4,0.7790459541730816,1.0,5
gemini-2.5-flash-high,one_plus_one,knowledge,False,False,46.6,0.9725595238095238,1.0,5
gemini-2.5-flash-high,roses_logic,logic puzzle,False,False,1073.4,0.8012068103590426,1.0,5
gemini-2.5-flash-high,train_distance,knowledge,False,False,282.6,0.7887282263493864,1.0,5
gemini-2.5-pro,AIME2023II_P1,Math,False,False,2627.8,0.7668080142735223,1.0,5
gemini-2.5-pro,AIME2023II_P1_mod,Math,False,False,2502.2,0.7800854273723588,1.0,5
gemini-2.5-pro,AIME2025I_P2_modified,Math,False,False,6104.2,0.8380631655424893,1.0,5
gemini-2.5-pro,AIME2025I_Problem_2,Math,False,False,5457.4,0.8289888694178579,1.0,5
gemini-2.5-pro,Ice cream parlor,Math,False,False,9480.8,0.8162300045585109,1.0,5
gemini-2.5-pro,Integer pairs,Math,False,False,5951.2,0.7562423742066052,1.0,5
gemini-2.5-pro,brazil_continent,knowledge,False,False,310.8,0.9662021434842233,1.0,5
gemini-2.5-pro,bridge_torch_default,logic puzzle,False,False,2294.8,0.7893358073241254,1.0,5
gemini-2.5-pro,bridge_torch_easy,logic puzzle,False,False,4970.2,0.8769114613934257,1.0,5
gemini-2.5-pro,bridge_torch_easy_10m,logic puzzle,False,False,2720.6,0.9211282435289576,1.0,5
gemini-2.5-pro,bridge_torch_impossible,logic puzzle,False,False,11090.8,0.9321034111625084,0.6,5
gemini-2.5-pro,capital_of_australia,knowledge,False,False,335.6,0.978216511836915,1.0,5
gemini-2.5-pro,leap_year_february_days,knowledge,False,False,607.4,0.9942767411091744,1.0,5
gemini-2.5-pro,monty_appliance_simple,logic puzzle,False,False,4334.4,0.8330480736673739,0.0,5
gemini-2.5-pro,monty_hall_default,logic puzzle,False,False,2073.0,0.6657554552207788,1.0,5
gemini-2.5-pro,monty_hall_inverse,logic puzzle,False,False,2010.6,0.7567481586987994,1.0,5
gemini-2.5-pro,one_plus_one,knowledge,False,False,311.4,0.9756808930330652,1.0,5
gemini-2.5-pro,roses_logic,logic puzzle,False,False,1284.2,0.890350100701425,1.0,5
gemini-2.5-pro,train_distance,knowledge,False,False,566.2,0.8799318618946745,1.0,5
glm-4.5,AIME2023II_P1,Math,True,True,2945.2,0.8190030093887224,1.0,5
glm-4.5,AIME2023II_P1_mod,Math,True,True,3238.8,0.8358466419101255,1.0,5
glm-4.5,AIME2025I_P2_modified,Math,True,True,7682.8,0.9077587945407177,1.0,5
glm-4.5,AIME2025I_Problem_2,Math,True,True,7284.0,0.9045273512073029,1.0,5
glm-4.5,Ice cream parlor,Math,True,True,11828.0,0.943824128653378,1.0,5
glm-4.5,Integer pairs,Math,True,True,12466.2,0.9323291415234379,1.0,5
glm-4.5,brazil_continent,knowledge,True,True,299.8,0.7514931130387229,1.0,5
glm-4.5,bridge_torch_default,logic puzzle,True,True,4852.0,0.9002507535283385,1.0,5
glm-4.5,bridge_torch_easy,logic puzzle,True,True,6292.4,0.9534794924854241,1.0,5
glm-4.5,bridge_torch_easy_10m,logic puzzle,True,True,3934.0,0.9291942687523372,1.0,5
glm-4.5,bridge_torch_impossible,logic puzzle,True,True,18715.4,0.9635055692635985,1.0,5
glm-4.5,capital_of_australia,knowledge,True,True,352.4,0.6406680265920895,1.0,5
glm-4.5,leap_year_february_days,knowledge,True,True,499.8,0.825157133160532,1.0,5
glm-4.5,monty_appliance_simple,logic puzzle,True,True,6847.6,0.9473398957788539,0.0,5
glm-4.5,monty_hall_default,logic puzzle,True,True,1492.4,0.6061966006637629,1.0,5
glm-4.5,monty_hall_inverse,logic puzzle,True,True,4151.6,0.8758232239172006,1.0,5
glm-4.5,one_plus_one,knowledge,True,True,374.2,0.9487789897656581,1.0,5
glm-4.5,roses_logic,logic puzzle,True,True,1688.2,0.6223356138565864,1.0,5
glm-4.5,train_distance,knowledge,True,True,597.4,0.7119894810710625,1.0,5
glm-z1-32b,AIME2023II_P1,Math,True,True,1154.6,0.7558651966135039,1.0,5
glm-z1-32b,AIME2023II_P1_mod,Math,True,True,1523.4,0.7285429898136708,1.0,5
glm-z1-32b,AIME2025I_P2_modified,Math,True,True,2592.6,0.8207354865286222,1.0,5
glm-z1-32b,AIME2025I_Problem_2,Math,True,True,2612.6,0.8448960696708369,1.0,5
glm-z1-32b,Ice cream parlor,Math,True,True,5486.4,0.9128497374306335,1.0,5
glm-z1-32b,Integer pairs,Math,True,True,4929.8,0.8952523101640644,1.0,5
glm-z1-32b,brazil_continent,knowledge,True,True,233.2,0.9037975090578898,1.0,5
glm-z1-32b,bridge_torch_default,logic puzzle,True,True,2229.4,0.849808830050476,1.0,5
glm-z1-32b,bridge_torch_easy,logic puzzle,True,True,12592.4,0.9495320364366238,1.0,5
glm-z1-32b,bridge_torch_easy_10m,logic puzzle,True,True,2334.2,0.9332750151122916,1.0,5
glm-z1-32b,bridge_torch_impossible,logic puzzle,True,True,8827.0,0.9180652179624055,0.6,5
glm-z1-32b,capital_of_australia,knowledge,True,True,295.8,0.8045283571845715,1.0,5
glm-z1-32b,leap_year_february_days,knowledge,True,True,340.6,0.8405527549327985,1.0,5
glm-z1-32b,monty_appliance_simple,logic puzzle,True,True,4003.2,0.9254231362700802,0.8,5
glm-z1-32b,monty_hall_default,logic puzzle,True,True,1311.4,0.7680902612882342,1.0,5
glm-z1-32b,monty_hall_inverse,logic puzzle,True,True,3245.0,0.9116373671030139,1.0,5
glm-z1-32b,one_plus_one,knowledge,True,True,276.2,0.9480237413413656,1.0,5
glm-z1-32b,roses_logic,logic puzzle,True,True,954.0,0.6983198516723721,1.0,5
glm-z1-32b,train_distance,knowledge,True,True,461.0,0.7893066310793068,1.0,5
gpt-5,AIME2023II_P1,Math,False,False,638.4,0.9459860999994885,1.0,5
gpt-5,AIME2023II_P1_mod,Math,False,False,681.4,0.9584063607249563,1.0,5
gpt-5,AIME2025I_P2_modified,Math,False,False,1750.6,0.9325625135472089,1.0,5
gpt-5,AIME2025I_Problem_2,Math,False,False,2120.0,0.9585088287848693,1.0,5
gpt-5,Ice cream parlor,Math,False,False,2633.6,0.9884398113587114,1.0,5
gpt-5,Integer pairs,Math,False,False,3987.8,0.9982167858747447,1.0,5
gpt-5,brazil_continent,knowledge,False,False,136.4,0.7502653951846392,1.0,5
gpt-5,bridge_torch_default,logic puzzle,False,False,1855.0,0.9531819444081148,1.0,5
gpt-5,bridge_torch_easy,logic puzzle,False,False,6062.6,0.9862480341034081,1.0,5
gpt-5,bridge_torch_easy_10m,logic puzzle,False,False,2489.2,0.9758805501433561,1.0,5
gpt-5,bridge_torch_impossible,logic puzzle,False,False,8403.6,0.9790257902032679,1.0,5
gpt-5,capital_of_australia,knowledge,False,False,123.6,0.9202168515174627,1.0,5
gpt-5,leap_year_february_days,knowledge,False,False,136.6,0.9289111442370993,1.0,5
gpt-5,monty_appliance_simple,logic puzzle,False,False,4898.8,0.9925698163331511,1.0,5
gpt-5,monty_hall_default,logic puzzle,False,False,449.4,0.8758294146137823,1.0,5
gpt-5,monty_hall_inverse,logic puzzle,False,False,3122.2,0.9750761531201201,1.0,5
gpt-5,one_plus_one,knowledge,False,False,173.4,0.9367457164640264,1.0,5
gpt-5,roses_logic,logic puzzle,False,False,1226.8,0.959202380941497,1.0,5
gpt-5,train_distance,knowledge,False,False,136.0,0.9411764705882353,1.0,5
gpt-oss-120b,AIME2023II_P1,Math,True,True,555.8,0.48134446493226274,1.0,5
gpt-oss-120b,AIME2023II_P1_mod,Math,True,True,582.2,0.4938569529218967,1.0,5
gpt-oss-120b,AIME2025I_P2_modified,Math,True,True,1056.4,0.6614587619119198,1.0,5
gpt-oss-120b,AIME2025I_Problem_2,Math,True,True,1127.0,0.6931210825621423,1.0,5
gpt-oss-120b,Ice cream parlor,Math,True,True,1552.6,0.6817173856183782,1.0,5
gpt-oss-120b,Integer pairs,Math,True,True,2428.2,0.7199796876857965,1.0,5
gpt-oss-120b,brazil_continent,knowledge,True,True,55.8,0.7521576020354199,1.0,5
gpt-oss-120b,bridge_torch_default,logic puzzle,True,True,427.0,0.32054043367299984,1.0,5
gpt-oss-120b,bridge_torch_easy,logic puzzle,True,True,1707.6,0.7694864342368499,0.2,5
gpt-oss-120b,bridge_torch_easy_10m,logic puzzle,True,True,583.0,0.7388742923216468,1.0,5
gpt-oss-120b,bridge_torch_impossible,logic puzzle,True,True,2504.2,0.7218471486376792,0.8,5
gpt-oss-120b,capital_of_australia,knowledge,True,True,51.2,0.953134371883509,1.0,5
gpt-oss-120b,leap_year_february_days,knowledge,True,True,72.6,0.9145356831051595,1.0,5
gpt-oss-120b,monty_appliance_simple,logic puzzle,True,True,1092.8,0.798021421071768,1.0,5
gpt-oss-120b,monty_hall_default,logic puzzle,True,True,298.6,0.17608352926226384,1.0,5
gpt-oss-120b,monty_hall_inverse,logic puzzle,True,True,841.4,0.620297402828252,1.0,5
gpt-oss-120b,one_plus_one,knowledge,True,True,52.6,0.99310141610638,1.0,5
gpt-oss-120b,roses_logic,logic puzzle,True,True,322.0,0.3998838295323862,1.0,5
gpt-oss-120b,train_distance,knowledge,True,True,108.4,0.39178011046858774,1.0,5
gpt-oss-20b,AIME2023II_P1,Math,True,True,595.4,0.4662123475078168,1.0,5
gpt-oss-20b,AIME2023II_P1_mod,Math,True,True,521.8,0.626561373903672,1.0,5
gpt-oss-20b,AIME2025I_P2_modified,Math,True,True,1261.8,0.6487159259748283,1.0,5
gpt-oss-20b,AIME2025I_Problem_2,Math,True,True,1346.2,0.681595241767201,1.0,5
gpt-oss-20b,Ice cream parlor,Math,True,True,1582.6,0.713374433574495,1.0,5
gpt-oss-20b,Integer pairs,Math,True,True,2394.0,0.7697858364943325,1.0,5
gpt-oss-20b,brazil_continent,knowledge,True,True,47.6,0.8631183938160648,1.0,5
gpt-oss-20b,bridge_torch_default,logic puzzle,True,True,380.4,0.47291904508135474,1.0,5
gpt-oss-20b,bridge_torch_easy,logic puzzle,True,True,3157.2,0.9530952658794625,0.8,5
gpt-oss-20b,bridge_torch_easy_10m,logic puzzle,True,True,1067.4,0.9193865559653854,1.0,5
gpt-oss-20b,bridge_torch_impossible,logic puzzle,True,True,6858.2,0.828509310493428,1.0,5
gpt-oss-20b,capital_of_australia,knowledge,True,True,59.6,0.8978056820201198,1.0,5
