llm,prompt_id,type,open_weights,full_cot,avg_completion_tokens,avg_reasoning_ratio,avg_success_rate,total_responses
claude-opus-4.1,roses_logic,logic puzzle,False,False,558.6,0.47321036910679865,1.0,5
deepseek-r1-0528,bridge_torch_default,logic puzzle,True,True,5915.6,0.9166766772995238,1.0,5
deepseek-r1-0528,bridge_torch_easy,logic puzzle,True,True,12177.0,0.9695592971356713,1.0,5
deepseek-r1-0528,bridge_torch_easy_10m,logic puzzle,True,True,5451.0,0.9354679335273246,1.0,5
deepseek-r1-0528,bridge_torch_impossible,logic puzzle,True,True,14393.5,0.9640480026519096,1.0,2
deepseek-r1-0528,monty_appliance_simple,logic puzzle,True,True,4326.2,0.8846982017390704,1.0,5
deepseek-r1-0528,monty_hall_default,logic puzzle,True,True,1720.0,0.6888874747258533,1.0,5
deepseek-r1-0528,monty_hall_inverse,logic puzzle,True,True,7591.6,0.9197766061778267,1.0,5
deepseek-r1-0528,roses_logic,logic puzzle,True,True,1193.6,0.6858256849311548,1.0,5
gemini-2.5-flash-high,bridge_torch_default,logic puzzle,False,False,2005.6,0.8032336201110691,1.0,5
gemini-2.5-flash-high,bridge_torch_easy,logic puzzle,False,False,8220.6,0.9262264886260729,0.0,5
gemini-2.5-flash-high,bridge_torch_easy_10m,logic puzzle,False,False,5414.0,0.9383480355155708,0.8,5
gemini-2.5-flash-high,bridge_torch_impossible,logic puzzle,False,False,9397.4,0.7969888603904549,0.6,5
gemini-2.5-flash-high,monty_appliance_simple,logic puzzle,False,False,990.4,0.8182757185627153,1.0,5
gemini-2.5-flash-high,monty_hall_default,logic puzzle,False,False,1377.0,0.7037563496471732,1.0,5
gemini-2.5-flash-high,monty_hall_inverse,logic puzzle,False,False,2494.4,0.7790459541730816,1.0,5
gemini-2.5-flash-high,roses_logic,logic puzzle,False,False,1073.4,0.8012068103590426,1.0,5
gemini-2.5-pro,bridge_torch_default,logic puzzle,False,False,2294.8,0.7893358073241254,1.0,5
gemini-2.5-pro,bridge_torch_easy,logic puzzle,False,False,4970.2,0.8769114613934257,1.0,5
gemini-2.5-pro,bridge_torch_easy_10m,logic puzzle,False,False,2720.6,0.9211282435289576,1.0,5
gemini-2.5-pro,bridge_torch_impossible,logic puzzle,False,False,11090.8,0.9321034111625084,0.6,5
gemini-2.5-pro,monty_appliance_simple,logic puzzle,False,False,4334.4,0.8330480736673739,0.0,5
gemini-2.5-pro,monty_hall_default,logic puzzle,False,False,2073.0,0.6657554552207788,1.0,5
gemini-2.5-pro,monty_hall_inverse,logic puzzle,False,False,2010.6,0.7567481586987994,1.0,5
gemini-2.5-pro,roses_logic,logic puzzle,False,False,1284.2,0.890350100701425,1.0,5
glm-4.5,bridge_torch_default,logic puzzle,True,True,4852.0,0.9002507535283385,1.0,5
glm-4.5,bridge_torch_easy,logic puzzle,True,True,6292.4,0.9534794924854241,1.0,5
glm-4.5,bridge_torch_easy_10m,logic puzzle,True,True,3934.0,0.9291942687523372,1.0,5
glm-4.5,bridge_torch_impossible,logic puzzle,True,True,18715.4,0.9635055692635985,1.0,5
glm-4.5,monty_appliance_simple,logic puzzle,True,True,6847.6,0.9473398957788539,0.0,5
glm-4.5,monty_hall_default,logic puzzle,True,True,1492.4,0.6061966006637629,1.0,5
glm-4.5,monty_hall_inverse,logic puzzle,True,True,4151.6,0.8758232239172006,1.0,5
glm-4.5,roses_logic,logic puzzle,True,True,1688.2,0.6223356138565864,1.0,5
gpt-5,bridge_torch_default,logic puzzle,False,False,1855.0,0.9531819444081148,1.0,5
gpt-5,bridge_torch_easy,logic puzzle,False,False,6062.6,0.9862480341034081,1.0,5
gpt-5,bridge_torch_easy_10m,logic puzzle,False,False,2489.2,0.9758805501433561,1.0,5
gpt-5,bridge_torch_impossible,logic puzzle,False,False,8403.6,0.9790257902032679,1.0,5
gpt-5,monty_appliance_simple,logic puzzle,False,False,4898.8,0.9925698163331511,1.0,5
gpt-5,monty_hall_default,logic puzzle,False,False,449.4,0.8758294146137823,1.0,5
gpt-5,monty_hall_inverse,logic puzzle,False,False,3122.2,0.9750761531201201,1.0,5
gpt-5,roses_logic,logic puzzle,False,False,1226.8,0.959202380941497,1.0,5
gpt-oss-120b,bridge_torch_default,logic puzzle,True,True,427.0,0.32054043367299984,1.0,5
gpt-oss-120b,bridge_torch_easy,logic puzzle,True,True,1707.6,0.7694864342368499,0.2,5
gpt-oss-120b,bridge_torch_easy_10m,logic puzzle,True,True,583.0,0.7388742923216468,1.0,5
gpt-oss-120b,bridge_torch_impossible,logic puzzle,True,True,2504.2,0.7218471486376792,0.8,5
gpt-oss-120b,monty_appliance_simple,logic puzzle,True,True,1092.8,0.798021421071768,1.0,5
gpt-oss-120b,monty_hall_default,logic puzzle,True,True,298.6,0.17608352926226384,1.0,5
gpt-oss-120b,monty_hall_inverse,logic puzzle,True,True,841.4,0.620297402828252,1.0,5
gpt-oss-120b,roses_logic,logic puzzle,True,True,322.0,0.3998838295323862,1.0,5
grok-4-07-09,bridge_torch_default,logic puzzle,False,False,1382.25,0.681327000384255,1.0,4
grok-4-07-09,bridge_torch_easy,logic puzzle,False,False,18335.6,0.9916872772944124,0.2,5
grok-4-07-09,bridge_torch_easy_10m,logic puzzle,False,False,2924.2,0.9853249262196087,1.0,5
grok-4-07-09,bridge_torch_impossible,logic puzzle,False,False,15107.8,0.992179722113012,0.0,5
grok-4-07-09,monty_appliance_simple,logic puzzle,False,False,8436.2,0.9983488180350465,1.0,5
grok-4-07-09,monty_hall_default,logic puzzle,False,False,489.4,0.6240947398968959,1.0,5
grok-4-07-09,monty_hall_inverse,logic puzzle,False,False,1432.8,0.7609729865709323,1.0,5
grok-4-07-09,roses_logic,logic puzzle,False,False,523.8,0.8351092007765282,1.0,5
llama-3.3-nemotron-super-49b-v1,bridge_torch_default,logic puzzle,True,True,1571.2,0.8259036407010167,1.0,5
llama-3.3-nemotron-super-49b-v1,bridge_torch_easy,logic puzzle,True,True,8932.0,0.9493363091284774,0.2,5
llama-3.3-nemotron-super-49b-v1,bridge_torch_easy_10m,logic puzzle,True,True,3116.0,0.7561214881541648,1.0,5
llama-3.3-nemotron-super-49b-v1,bridge_torch_impossible,logic puzzle,True,True,9314.0,0.9520427706621094,0.6,5
llama-3.3-nemotron-super-49b-v1,monty_appliance_simple,logic puzzle,True,True,10086.8,0.9788059994912939,0.2,5
llama-3.3-nemotron-super-49b-v1,monty_hall_default,logic puzzle,True,True,741.8,0.7266684772067796,1.0,5
llama-3.3-nemotron-super-49b-v1,monty_hall_inverse,logic puzzle,True,True,1524.4,0.8010281518960074,0.4,5
llama-3.3-nemotron-super-49b-v1,roses_logic,logic puzzle,True,True,1132.0,0.7845015709486031,1.0,5
magistral-medium-2506-thinking,bridge_torch_default,logic puzzle,True,True,12661.2,0.9456076814132249,1.0,5
magistral-medium-2506-thinking,bridge_torch_easy,logic puzzle,True,True,12951.6,0.8384680918430428,0.8,5
magistral-medium-2506-thinking,bridge_torch_easy_10m,logic puzzle,True,True,13316.6,0.8780713842832946,1.0,5
magistral-medium-2506-thinking,bridge_torch_impossible,logic puzzle,True,True,21191.5,0.863221940920947,1.0,2
magistral-medium-2506-thinking,monty_appliance_simple,logic puzzle,True,True,18330.4,0.8735788480735014,0.4,5
magistral-medium-2506-thinking,monty_hall_default,logic puzzle,True,True,7893.8,0.943070847578728,1.0,5
magistral-medium-2506-thinking,monty_hall_inverse,logic puzzle,True,True,11935.0,0.9405186096443549,1.0,5
magistral-medium-2506-thinking,roses_logic,logic puzzle,True,True,5615.8,0.831668799618339,1.0,5
magistral-small-2506,bridge_torch_default,logic puzzle,True,True,12118.0,0.9024704726564805,1.0,5
magistral-small-2506,bridge_torch_easy,logic puzzle,True,True,14762.0,0.8347048654186245,0.8,5
magistral-small-2506,bridge_torch_easy_10m,logic puzzle,True,True,17906.2,0.7965588557717792,0.8,5
magistral-small-2506,bridge_torch_impossible,logic puzzle,True,True,19254.4,0.8053141391582811,0.8,5
magistral-small-2506,monty_appliance_simple,logic puzzle,True,True,21599.4,0.9416573426548454,0.6,5
magistral-small-2506,monty_hall_default,logic puzzle,True,True,9287.0,0.9052108618826219,1.0,5
magistral-small-2506,monty_hall_inverse,logic puzzle,True,True,12684.0,0.9734849398651175,1.0,5
magistral-small-2506,roses_logic,logic puzzle,True,True,6003.8,0.9371221853561524,1.0,5
minimax-m1,bridge_torch_default,logic puzzle,True,True,4868.8,0.9185567541685359,1.0,5
minimax-m1,bridge_torch_easy,logic puzzle,True,True,11714.4,0.9632865234273454,0.6,5
minimax-m1,bridge_torch_easy_10m,logic puzzle,True,True,5982.2,0.9776346975160954,1.0,5
minimax-m1,bridge_torch_impossible,logic puzzle,True,True,15620.5,0.9738347865807461,0.25,4
minimax-m1,monty_appliance_simple,logic puzzle,True,True,17385.333333333332,0.9959098833433443,1.0,3
minimax-m1,monty_hall_default,logic puzzle,True,True,1116.4,0.7459000294261248,1.0,5
minimax-m1,monty_hall_inverse,logic puzzle,True,True,7133.2,0.9482465500536023,1.0,5
minimax-m1,roses_logic,logic puzzle,True,True,1109.8,0.7326860805915385,1.0,5
o4-mini-high-long,bridge_torch_default,logic puzzle,False,False,805.0,0.8146720029173133,1.0,5
o4-mini-high-long,bridge_torch_easy,logic puzzle,False,False,7276.8,0.9816076867298105,0.6,5
o4-mini-high-long,bridge_torch_easy_10m,logic puzzle,False,False,1577.0,0.9628804079808322,1.0,5
o4-mini-high-long,bridge_torch_impossible,logic puzzle,False,False,11654.0,0.9774134592772956,1.0,5
o4-mini-high-long,monty_appliance_simple,logic puzzle,False,False,7464.0,0.979743432600379,1.0,5
o4-mini-high-long,monty_hall_default,logic puzzle,False,False,492.4,0.6972416316318174,1.0,5
o4-mini-high-long,monty_hall_inverse,logic puzzle,False,False,1892.6,0.8785902933654512,1.0,5
o4-mini-high-long,roses_logic,logic puzzle,False,False,643.8,0.7265364931177102,1.0,5
qwen3-235b-a22b-thinking-2507,bridge_torch_default,logic puzzle,True,True,3155.0,0.7543932143218057,1.0,5
qwen3-235b-a22b-thinking-2507,bridge_torch_easy,logic puzzle,True,True,12949.2,0.8988159079985213,0.6,5
qwen3-235b-a22b-thinking-2507,bridge_torch_easy_10m,logic puzzle,True,True,1763.6,0.7052580736215477,1.0,5
qwen3-235b-a22b-thinking-2507,bridge_torch_impossible,logic puzzle,True,True,15199.0,0.9166198667870994,0.8,5
qwen3-235b-a22b-thinking-2507,monty_appliance_simple,logic puzzle,True,True,10834.6,0.9303680562945488,0.4,5
qwen3-235b-a22b-thinking-2507,monty_hall_default,logic puzzle,True,True,1436.2,0.4719030435777275,1.0,5
qwen3-235b-a22b-thinking-2507,monty_hall_inverse,logic puzzle,True,True,5395.4,0.8487558960222419,1.0,5
qwen3-235b-a22b-thinking-2507,roses_logic,logic puzzle,True,True,1026.8,0.4529549124355488,1.0,5
