prompt_id,category,type,title,model_name,lab,run_number,open_weights,full_cot,max_tokens,total_score,criteria_met_count,criteria_total_count,success_rate,tokens_output,tokens_reasoning,tokens_completion,char_output,char_reasoning,char_completion,output_entropy,output_bzip2_length,output_bzip2_ratio,output_entropy_ratio,thinking_entropy,thinking_bzip2_length,thinking_bzip2_ratio,thinking_entropy_ratio
one_plus_one,Knowledge,knowledge,One plus one,gemini-2.5-flash-high,google,1,False,False,30000,1,1,1,1,1.0,27.0,28,1,250,251,0.0,37,37.0,0.0,4.59113,222,0.93277,0.57389
one_plus_one,Knowledge,knowledge,One plus one,gemini-2.5-flash-high,google,2,False,False,30000,1,1,1,1,1.0,27.0,28,1,238,239,0.0,37,37.0,0.0,4.58473,224,0.896,0.57309
one_plus_one,Knowledge,knowledge,One plus one,gemini-2.5-flash-high,google,3,False,False,30000,1,1,1,1,1.0,39.0,40,1,203,204,0.0,37,37.0,0.0,4.39947,214,0.85259,0.54993
one_plus_one,Knowledge,knowledge,One plus one,gemini-2.5-flash-high,google,4,False,False,30000,1,1,1,1,1.0,31.0,32,1,251,252,0.0,37,37.0,0.0,4.51341,187,0.92118,0.56418
one_plus_one,Knowledge,knowledge,One plus one,gemini-2.5-flash-high,google,5,False,False,30000,1,1,1,1,1.0,104.0,105,1,552,553,0.0,37,37.0,0.0,4.54684,367,0.66486,0.56836
one_plus_one,Knowledge,knowledge,One plus one,grok-3-mini-think,x-ai,1,False,True,30000,1,1,1,1,6.0,230.0,236,16,1005,1021,3.45282,56,3.5,0.4316,4.54955,585,0.58209,0.56869
one_plus_one,Knowledge,knowledge,One plus one,grok-3-mini-think,x-ai,2,False,True,30000,1,1,1,1,4.0,307.0,311,9,1273,1282,3.16993,52,5.77778,0.39624,4.59206,709,0.55695,0.57401
one_plus_one,Knowledge,knowledge,One plus one,grok-3-mini-think,x-ai,3,False,True,30000,1,1,1,1,17.0,330.0,347,35,1425,1460,3.75793,63,2.73913,0.46974,4.55931,625,0.56306,0.56991
one_plus_one,Knowledge,knowledge,One plus one,grok-3-mini-think,x-ai,4,False,True,30000,1,1,1,1,11.0,253.0,264,23,1110,1133,4.16781,76,2.17143,0.52098,4.65543,804,0.56421,0.58193
one_plus_one,Knowledge,knowledge,One plus one,grok-3-mini-think,x-ai,5,False,True,30000,1,1,1,1,18.0,223.0,241,51,920,971,4.13833,88,1.72549,0.51729,4.57048,524,0.56957,0.57131
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-think,qwen,1,True,True,30000,1,1,1,1,-43.0,413.0,370,9,1621,1630,3.75793,63,2.73913,0.46974,4.53839,523,0.63241,0.5673
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-think,qwen,2,True,True,30000,1,1,1,1,-13.0,497.0,484,44,1946,1990,3.16993,52,5.77778,0.39624,4.4637,852,0.5256,0.55796
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-think,qwen,3,True,True,30000,1,1,1,1,-7.0,269.0,262,46,1056,1102,4.12075,82,1.78261,0.51509,4.47862,623,0.58996,0.55983
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-think,qwen,4,True,True,30000,1,1,1,1,-52.0,488.0,436,9,1907,1916,3.93024,83,1.88636,0.49128,4.46555,967,0.49692,0.55819
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-think,qwen,5,True,True,30000,1,1,1,1,-4.0,212.0,208,23,827,850,3.16993,52,5.77778,0.39624,4.47165,964,0.50551,0.55896
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1-0528,deepseek,1,True,True,60000,1,1,1,1,26.0,252.0,278,225,963,1188,4.45333,213,0.94667,0.55667,4.56096,576,0.59813,0.57012
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1-0528,deepseek,2,True,True,60000,1,1,1,1,-26.0,369.0,343,1,1417,1418,0.0,37,37.0,0.0,4.57409,773,0.54552,0.57176
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1-0528,deepseek,3,True,True,60000,1,1,1,1,-5.0,351.0,346,9,1311,1320,3.16993,52,5.77778,0.39624,4.67213,707,0.53928,0.58402
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1-0528,deepseek,4,True,True,60000,1,1,1,1,-21.0,269.0,248,1,1035,1036,0.0,37,37.0,0.0,4.5438,609,0.58841,0.56798
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1-0528,deepseek,5,True,True,60000,1,1,1,1,31.0,372.0,403,247,1402,1649,4.53547,230,0.93117,0.56693,4.60666,737,0.52568,0.57583
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1,deepseek,1,True,True,60000,1,1,1,1,-3.0,312.0,309,122,1213,1335,4.22601,130,1.06557,0.52825,4.48771,706,0.58203,0.56096
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1,deepseek,2,True,True,60000,1,1,1,1,27.0,211.0,238,117,841,958,4.57821,217,0.84109,0.57228,4.43212,588,0.5816,0.55401
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1,deepseek,3,True,True,60000,1,1,1,1,90.0,254.0,344,258,1011,1269,4.15763,123,1.05128,0.5197,4.48428,546,0.64923,0.56054
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1,deepseek,4,True,True,60000,1,1,1,1,28.0,143.0,171,138,566,704,4.26468,136,0.98551,0.53309,4.41851,393,0.69435,0.55231
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1,deepseek,5,True,True,60000,1,1,1,1,23.0,230.0,253,130,914,1044,4.16065,138,1.06154,0.52008,4.42494,555,0.60722,0.55312
one_plus_one,Knowledge,knowledge,One plus one,DeepHermes-3-Mistral-24B-Pre,nous,1,True,True,30000,1,1,1,1,,,694,414,2486,2900,4.51258,312,0.75362,0.56407,4.46045,1211,0.48713,0.55756
one_plus_one,Knowledge,knowledge,One plus one,DeepHermes-3-Mistral-24B-Pre,nous,2,True,True,30000,1,1,1,1,,,793,454,2698,3152,4.46821,339,0.7467,0.55853,4.47772,1259,0.46664,0.55971
one_plus_one,Knowledge,knowledge,One plus one,DeepHermes-3-Mistral-24B-Pre,nous,3,True,True,30000,1,1,1,1,,,399,229,1356,1585,3.48418,59,2.95,0.43552,4.42494,688,0.54517,0.55312
one_plus_one,Knowledge,knowledge,One plus one,DeepHermes-3-Mistral-24B-Pre,nous,4,True,True,30000,1,1,1,1,,,295,45,1068,1113,4.20567,191,0.83406,0.52571,4.49276,750,0.5531,0.5616
one_plus_one,Knowledge,knowledge,One plus one,DeepHermes-3-Mistral-24B-Pre,nous,5,True,True,30000,1,1,1,1,,,308,20,1262,1282,3.87565,86,1.91111,0.48446,4.47972,613,0.57397,0.55997
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-abbr,deepseek,1,True,True,60000,1,1,1,1,-5.0,135.0,130,1,511,512,0.0,37,37.0,0.0,4.59653,611,0.52582,0.57457
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-abbr,deepseek,2,True,True,60000,1,1,1,1,14.0,30.0,44,7,105,112,0.0,37,37.0,0.0,4.55974,233,0.85662,0.56997
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-abbr,deepseek,3,True,True,60000,1,1,1,1,-1.0,72.0,71,1,272,273,2.23593,43,6.14286,0.27949,4.34392,124,1.18095,0.54299
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-abbr,deepseek,4,True,True,60000,1,1,1,1,-31.0,305.0,274,1,1162,1163,0.0,37,37.0,0.0,4.50667,351,0.68689,0.56333
one_plus_one,Knowledge,knowledge,One plus one,ds-r1-0528-abbr,deepseek,5,True,True,60000,1,1,1,1,-30.0,155.0,125,2,592,594,1.0,39,19.5,0.125,4.48891,411,0.69426,0.56111
one_plus_one,Knowledge,knowledge,One plus one,gpt-5,openai,1,False,False,30000,1,1,1,1,7.0,448.0,455,1,1314,1315,0.0,37,37.0,0.0,4.59461,333,0.78538,0.57433
one_plus_one,Knowledge,knowledge,One plus one,gpt-5,openai,2,False,False,30000,1,1,1,1,7.0,64.0,71,1,433,434,0.0,37,37.0,0.0,4.49732,332,0.75283,0.56216
one_plus_one,Knowledge,knowledge,One plus one,gpt-5,openai,3,False,False,30000,1,1,1,1,7.0,128.0,135,1,441,442,0.0,37,37.0,0.0,4.58505,710,0.54033,0.57313
one_plus_one,Knowledge,knowledge,One plus one,gpt-5,openai,4,False,False,30000,1,1,1,1,7.0,128.0,135,1,424,425,0.0,37,37.0,0.0,4.53772,331,0.76443,0.56721
one_plus_one,Knowledge,knowledge,One plus one,gpt-5,openai,5,False,False,30000,1,1,1,1,7.0,64.0,71,1,357,358,0.0,37,37.0,0.0,4.54315,298,0.83473,0.56789
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-120b,openai,1,True,True,30000,1,1,1,1,12.0,47.0,59,1,187,188,0.0,37,37.0,0.0,4.53599,198,0.92958,0.567
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-120b,openai,2,True,True,30000,1,1,1,1,11.0,55.0,66,1,213,214,0.0,37,37.0,0.0,4.51929,170,0.90909,0.56491
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-120b,openai,3,True,True,30000,1,1,1,1,16.0,45.0,61,1,180,181,0.0,37,37.0,0.0,4.45172,130,1.15044,0.55646
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-120b,openai,4,True,True,30000,1,1,1,1,16.0,29.0,45,1,113,114,0.0,37,37.0,0.0,4.41996,159,0.88333,0.55249
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-120b,openai,5,True,True,30000,1,1,1,1,7.0,25.0,32,1,97,98,0.0,37,37.0,0.0,4.27175,116,1.19588,0.53397
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-20b,openai,1,True,True,30000,1,1,1,1,25.0,33.0,58,9,129,138,3.16993,52,5.77778,0.39624,4.56662,133,1.03101,0.57083
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-20b,openai,2,True,True,30000,1,1,1,1,14.0,76.0,90,9,303,312,3.16993,52,5.77778,0.39624,4.59605,134,1.15517,0.57451
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-20b,openai,3,True,True,30000,1,1,1,1,19.0,133.0,152,9,529,538,3.16993,52,5.77778,0.39624,4.53248,228,0.75248,0.56656
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-20b,openai,4,True,True,30000,1,1,1,1,15.0,64.0,79,9,253,262,3.16993,52,5.77778,0.39624,4.50341,296,0.55955,0.56293
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-20b,openai,5,True,True,30000,1,1,1,1,24.0,29.0,53,9,116,125,3.16993,52,5.77778,0.39624,4.5608,216,0.85375,0.5701
one_plus_one,Knowledge,knowledge,One plus one,grok-4-07-09,x-ai,1,False,False,30000,1,1,1,1,1.0,164.0,165,1,24,25,0.0,37,37.0,0.0,2.85539,53,1.47222,0.35692
one_plus_one,Knowledge,knowledge,One plus one,grok-4-07-09,x-ai,2,False,False,30000,1,1,1,1,1.0,216.0,217,1,36,37,3.16993,50,5.55556,0.39624,2.85539,51,2.125,0.35692
one_plus_one,Knowledge,knowledge,One plus one,grok-4-07-09,x-ai,3,False,False,30000,1,1,1,1,5.0,199.0,204,9,24,33,0.0,37,37.0,0.0,2.85539,51,2.125,0.35692
one_plus_one,Knowledge,knowledge,One plus one,grok-4-07-09,x-ai,4,False,False,30000,1,1,1,1,1.0,167.0,168,1,24,25,0.0,37,37.0,0.0,2.85539,51,2.125,0.35692
one_plus_one,Knowledge,knowledge,One plus one,grok-4-07-09,x-ai,5,False,False,30000,1,1,1,1,1.0,123.0,124,1,24,25,0.0,37,37.0,0.0,2.85539,51,2.125,0.35692
one_plus_one,Knowledge,knowledge,One plus one,Hermes-4-405B,nous,1,True,True,30000,1,1,1,1,,,442,244,1501,1745,4.29779,147,0.94231,0.53722,4.37751,340,0.70393,0.54719
one_plus_one,Knowledge,knowledge,One plus one,Hermes-4-405B,nous,2,True,True,30000,1,1,1,1,,,264,263,791,1054,4.39935,134,1.08943,0.54992,4.50116,458,0.65522,0.56264
one_plus_one,Knowledge,knowledge,One plus one,Hermes-4-405B,nous,3,True,True,30000,1,1,1,1,,,323,189,1093,1282,4.48804,182,0.96296,0.561,4.4988,643,0.58829,0.56235
one_plus_one,Knowledge,knowledge,One plus one,Hermes-4-405B,nous,4,True,True,30000,1,1,1,1,,,158,156,483,639,4.37834,213,0.87295,0.54729,4.51112,814,0.54231,0.56389
one_plus_one,Knowledge,knowledge,One plus one,Hermes-4-405B,nous,5,True,True,30000,1,1,1,1,,,219,123,699,822,4.3608,222,0.84411,0.5451,4.50763,515,0.65107,0.56345
one_plus_one,Knowledge,knowledge,One plus one,o3-mini-high,openai,1,False,False,30000,1,1,1,1,9.0,128.0,137,15,0,15,3.24022,55,3.66667,0.40503,0.0,0,0.0,0.0
one_plus_one,Knowledge,knowledge,One plus one,o3-mini-high,openai,2,False,False,30000,1,1,1,1,9.0,64.0,73,15,0,15,3.24022,55,3.66667,0.40503,0.0,0,0.0,0.0
one_plus_one,Knowledge,knowledge,One plus one,o3-mini-high,openai,3,False,False,30000,1,1,1,1,7.0,128.0,135,16,0,16,3.24022,55,3.66667,0.40503,0.0,0,0.0,0.0
one_plus_one,Knowledge,knowledge,One plus one,o3-mini-high,openai,4,False,False,30000,1,1,1,1,9.0,128.0,137,15,0,15,3.45282,56,3.5,0.4316,0.0,0,0.0,0.0
one_plus_one,Knowledge,knowledge,One plus one,o3-mini-high,openai,5,False,False,30000,1,1,1,1,7.0,128.0,135,16,0,16,3.45282,56,3.5,0.4316,0.0,0,0.0,0.0
one_plus_one,Knowledge,knowledge,One plus one,o1-mini,openai,1,False,False,30000,1,1,1,1,13.0,192.0,205,1,0,1,2.05881,43,4.77778,0.25735,0.0,0,0.0,0.0
one_plus_one,Knowledge,knowledge,One plus one,o1-mini,openai,2,False,False,30000,1,1,1,1,19.0,384.0,403,15,0,15,3.24022,55,3.66667,0.40503,0.0,0,0.0,0.0
one_plus_one,Knowledge,knowledge,One plus one,o1-mini,openai,3,False,False,30000,1,1,1,1,19.0,448.0,467,9,0,9,0.0,37,37.0,0.0,0.0,0,0.0,0.0
one_plus_one,Knowledge,knowledge,One plus one,o1-mini,openai,4,False,False,30000,1,1,1,1,19.0,192.0,211,15,0,15,3.24022,55,3.66667,0.40503,0.0,0,0.0,0.0
one_plus_one,Knowledge,knowledge,One plus one,o1-mini,openai,5,False,False,30000,1,1,1,1,19.0,320.0,339,10,0,10,2.32193,44,4.4,0.29024,0.0,0,0.0,0.0
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4,anthropic,1,False,False,30000,1,1,1,1,2.90323,47.09677,50,9,120,129,2.05881,43,4.77778,0.25735,4.12201,118,1.11321,0.51525
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4,anthropic,2,False,False,30000,1,1,1,1,2.90323,50.09677,53,9,126,135,2.05881,43,4.77778,0.25735,4.16999,124,1.03333,0.52125
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4,anthropic,3,False,False,30000,1,1,1,1,2.90323,45.09677,48,9,106,115,2.05881,43,4.77778,0.25735,4.12201,118,1.11321,0.51525
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4,anthropic,4,False,False,30000,1,1,1,1,2.90323,45.09677,48,9,106,115,2.05881,43,4.77778,0.25735,4.20864,129,1.02381,0.52608
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4,anthropic,5,False,False,30000,1,1,1,1,2.90323,44.09677,47,9,106,115,2.05881,43,4.77778,0.25735,4.26636,123,1.16038,0.53329
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4.1,anthropic,1,False,False,30000,1,1,1,1,2.90323,46.09677,49,9,120,129,2.05881,43,4.77778,0.25735,4.12201,118,1.11321,0.51525
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4.1,anthropic,2,False,False,30000,1,1,1,1,2.90323,46.09677,49,9,120,129,2.05881,43,4.77778,0.25735,4.22601,128,1.06667,0.52825
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4.1,anthropic,3,False,False,30000,1,1,1,1,2.90323,46.09677,49,9,120,129,2.05881,43,4.77778,0.25735,4.22601,128,1.06667,0.52825
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4.1,anthropic,4,False,False,30000,1,1,1,1,2.90323,45.09677,48,9,106,115,2.05881,43,4.77778,0.25735,4.22601,126,1.05,0.52825
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4.1,anthropic,5,False,False,30000,1,1,1,1,2.90323,48.09677,51,9,129,138,2.05881,43,4.77778,0.25735,4.24462,131,1.0155,0.53058
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-thinking-2507,qwen,1,True,True,30000,1,1,1,1,55.0,313.0,368,245,1211,1456,0.0,37,37.0,0.0,4.57393,693,0.59639,0.57174
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-thinking-2507,qwen,2,True,True,30000,1,1,1,1,-28.0,304.0,276,1,1162,1163,4.61992,240,0.97959,0.57749,4.56803,737,0.60859,0.571
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-thinking-2507,qwen,3,True,True,30000,1,1,1,1,170.0,403.0,573,707,1560,2267,4.71516,493,0.69731,0.58939,4.61846,903,0.57885,0.57731
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-thinking-2507,qwen,4,True,True,30000,1,1,1,1,-36.0,278.0,242,9,1075,1084,3.16993,52,5.77778,0.39624,4.55378,646,0.60093,0.56922
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-thinking-2507,qwen,5,True,True,30000,1,1,1,1,77.0,279.0,356,378,1079,1457,4.58951,329,0.87037,0.57369,4.64566,684,0.63392,0.58071
one_plus_one,Knowledge,knowledge,One plus one,deepseek-V3.1,deepseek,1,True,True,60000,1,1,1,1,5.0,104.0,109,9,424,433,4.022,76,2.17143,0.50275,4.50083,323,0.69313,0.5626
one_plus_one,Knowledge,knowledge,One plus one,deepseek-V3.1,deepseek,2,True,True,60000,1,1,1,1,5.0,76.0,81,9,313,322,0.0,37,37.0,0.0,4.51745,258,0.83226,0.56468
one_plus_one,Knowledge,knowledge,One plus one,deepseek-V3.1,deepseek,3,True,True,60000,1,1,1,1,17.0,114.0,131,35,466,501,3.16993,52,5.77778,0.39624,4.52185,255,0.8147,0.56523
one_plus_one,Knowledge,knowledge,One plus one,deepseek-V3.1,deepseek,4,True,True,60000,1,1,1,1,2.0,76.0,78,1,312,313,3.16993,52,5.77778,0.39624,4.48556,296,0.69811,0.5607
one_plus_one,Knowledge,knowledge,One plus one,deepseek-V3.1,deepseek,5,True,True,60000,1,1,1,1,2.0,75.0,77,1,310,311,0.0,37,37.0,0.0,4.52614,258,0.82692,0.56577
one_plus_one,Knowledge,knowledge,One plus one,claude-3-7-sonnet-20250219,anthropic,1,False,True,30000,1,1,1,1,2.25806,65.74194,68,7,149,156,2.23593,43,6.14286,0.27949,4.40501,152,0.91566,0.55063
one_plus_one,Knowledge,knowledge,One plus one,claude-3-7-sonnet-20250219,anthropic,2,False,True,30000,1,1,1,1,7.41935,58.58065,66,23,141,164,3.54145,60,3.0,0.44268,4.34439,129,1.075,0.54305
one_plus_one,Knowledge,knowledge,One plus one,claude-3-7-sonnet-20250219,anthropic,3,False,True,30000,1,1,1,1,6.45161,57.54839,64,20,120,140,3.75793,64,2.78261,0.46974,4.49501,150,1.06383,0.56188
one_plus_one,Knowledge,knowledge,One plus one,claude-3-7-sonnet-20250219,anthropic,4,False,True,30000,1,1,1,1,2.25806,72.74194,75,7,166,173,2.23593,43,6.14286,0.27949,4.34519,148,0.99329,0.54315
one_plus_one,Knowledge,knowledge,One plus one,claude-3-7-sonnet-20250219,anthropic,5,False,True,30000,1,1,1,1,6.45161,58.54839,65,20,119,139,3.54145,60,3.0,0.44268,4.25323,126,1.05882,0.53165
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,o4-mini-high-long,openai,1,False,False,30000,1,1,1,1,177.0,768.0,945,297,965,1262,4.77872,239,1.07658,0.59734,4.6603,734,0.47021,0.58254
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,o4-mini-high-long,openai,2,False,False,30000,1,1,1,1,255.0,1408.0,1663,517,1358,1875,5.05567,349,0.67505,0.63196,4.64664,660,0.48601,0.58083
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,o4-mini-high-long,openai,3,False,False,30000,1,1,1,1,127.0,1664.0,1791,222,1561,1783,4.77944,272,0.91582,0.59743,4.62341,543,0.56269,0.57793
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,o4-mini-high-long,openai,4,False,False,30000,1,1,1,1,123.0,2240.0,2363,190,1396,1586,4.81263,199,1.04737,0.60158,4.70723,706,0.50573,0.5884
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,o4-mini-high-long,openai,5,False,False,30000,1,1,1,1,180.0,1216.0,1396,310,1454,1764,4.8693,304,0.98065,0.60866,4.60712,694,0.4773,0.57589
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,claude-4-sonnet-0522-thinking,anthropic,1,False,False,30000,1,1,1,1,526.12903,8345.87097,8872,1631,768,2399,4.83546,742,0.45494,0.60443,4.70899,366,0.47656,0.58862
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,claude-4-sonnet-0522-thinking,anthropic,2,False,False,30000,1,1,1,1,418.06452,6904.93548,7323,1296,848,2144,4.98465,573,0.49142,0.62308,4.95975,439,0.53019,0.61997
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,claude-4-sonnet-0522-thinking,anthropic,3,False,False,30000,1,1,1,1,376.12903,5084.87097,5461,1166,828,1994,4.94015,716,0.47105,0.61752,4.37116,321,0.4246,0.54639
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,claude-4-sonnet-0522-thinking,anthropic,4,False,False,30000,1,1,1,1,582.90323,7214.09677,7797,1807,779,2586,4.96044,620,0.4784,0.62005,4.83251,458,0.54009,0.60406
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,claude-4-sonnet-0522-thinking,anthropic,5,False,False,30000,1,1,1,1,490.32258,7453.67742,7944,1520,756,2276,4.87311,797,0.44106,0.60914,4.67311,378,0.48524,0.58414
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-flash-high,google,1,False,False,30000,1,1,1,1,1031.0,2205.0,3236,2070,1635,3705,4.92718,855,0.42537,0.6159,4.7176,681,0.48852,0.5897
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-flash-high,google,2,False,False,30000,1,1,1,1,936.0,2075.0,3011,2050,1639,3689,4.87732,818,0.39517,0.60966,4.68899,797,0.48746,0.58612
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-flash-high,google,3,False,False,30000,1,1,1,1,950.0,1901.0,2851,2010,1394,3404,4.91862,869,0.4239,0.61483,4.55352,822,0.50153,0.56919
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-flash-high,google,4,False,False,30000,1,1,1,1,653.0,1747.0,2400,1479,1422,2901,4.88559,905,0.39297,0.6107,4.67993,892,0.48796,0.58499
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-flash-high,google,5,False,False,30000,1,1,1,1,1104.0,1789.0,2893,2303,1828,4131,4.89045,656,0.44354,0.61131,4.62917,697,0.49015,0.57865
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,grok-3-mini-think,x-ai,1,False,True,30000,1,1,1,1,496.0,3239.0,3735,1251,8619,9870,4.84919,676,0.48809,0.60615,4.93391,2915,0.34286,0.61674
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,grok-3-mini-think,x-ai,2,False,True,30000,1,1,1,1,568.0,3242.0,3810,1385,8502,9887,4.93781,632,0.5052,0.61723,4.92061,2758,0.31999,0.61508
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,grok-3-mini-think,x-ai,3,False,True,30000,1,1,1,1,412.0,4325.0,4737,1026,11152,12178,4.79641,552,0.47463,0.59955,4.9458,2405,0.37287,0.61823
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,grok-3-mini-think,x-ai,4,False,True,30000,1,1,1,1,473.0,2411.0,2884,1163,6450,7613,4.73252,482,0.46979,0.59157,4.99589,3578,0.32084,0.62449
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,grok-3-mini-think,x-ai,5,False,True,30000,1,1,1,1,398.0,2687.0,3085,1034,7231,8265,4.74162,488,0.47195,0.5927,4.95912,2575,0.35611,0.61989
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,qwen3-235b-a22b-think,qwen,1,True,True,30000,1,1,1,1,3508.0,4680.0,8188,2109,17532,19641,4.82543,906,0.42959,0.60318,4.83362,4702,0.2682,0.6042
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,qwen3-235b-a22b-think,qwen,2,True,True,30000,1,1,1,1,3595.0,5154.0,8749,1984,19188,21172,4.94669,960,0.43165,0.61834,4.80471,3813,0.29396,0.60059
