llm,prompt_id,type,open_weights,full_cot,avg_completion_tokens,avg_reasoning_ratio,avg_success_rate,total_responses
gpt-oss-120b,capital_of_australia,knowledge,True,True,51.2,0.953134371883509,1.0,5
gpt-oss-120b,leap_year_february_days,knowledge,True,True,72.6,0.9145356831051595,1.0,5
gpt-oss-120b,one_plus_one,knowledge,True,True,52.6,0.99310141610638,1.0,5
gpt-oss-120b,train_distance,knowledge,True,True,108.4,0.39178011046858774,1.0,5
grok-4-07-09,brazil_continent,knowledge,False,False,169.2,0.9807873919612223,1.0,5
grok-4-07-09,capital_of_australia,knowledge,False,False,131.8,0.9843528690606472,1.0,5
grok-4-07-09,leap_year_february_days,knowledge,False,False,142.4,0.9562113138529187,1.0,5
grok-4-07-09,one_plus_one,knowledge,False,False,175.6,0.9901608796011073,1.0,5
grok-4-07-09,train_distance,knowledge,False,False,150.4,0.9388891611618269,1.0,5
llama-3.3-nemotron-super-49b-v1,brazil_continent,knowledge,True,True,228.2,0.8481619246988034,1.0,5
llama-3.3-nemotron-super-49b-v1,capital_of_australia,knowledge,True,True,239.4,0.7794195725518895,1.0,5
llama-3.3-nemotron-super-49b-v1,leap_year_february_days,knowledge,True,True,310.4,0.7887209930056062,1.0,5
llama-3.3-nemotron-super-49b-v1,one_plus_one,knowledge,True,True,264.4,0.989477217994069,1.0,5
llama-3.3-nemotron-super-49b-v1,train_distance,knowledge,True,True,361.8,0.8428197630414818,1.0,5
magistral-medium-2506-thinking,brazil_continent,knowledge,True,True,606.4,0.8839088482368587,1.0,5
magistral-medium-2506-thinking,capital_of_australia,knowledge,True,True,527.0,0.8486520694306197,1.0,5
magistral-medium-2506-thinking,leap_year_february_days,knowledge,True,True,1954.6,0.8829612431709475,1.0,5
magistral-medium-2506-thinking,one_plus_one,knowledge,True,True,1169.8,0.7896589598634198,1.0,5
magistral-medium-2506-thinking,train_distance,knowledge,True,True,1006.4,0.8649140525835117,1.0,5
magistral-small-2506,brazil_continent,knowledge,True,True,956.4,0.8794650382447818,1.0,5
magistral-small-2506,capital_of_australia,knowledge,True,True,439.0,0.8557353069222682,1.0,5
magistral-small-2506,leap_year_february_days,knowledge,True,True,1775.6,0.8508848785657935,1.0,5
magistral-small-2506,one_plus_one,knowledge,True,True,416.8,0.9498995728438298,1.0,5
magistral-small-2506,train_distance,knowledge,True,True,867.8,0.8152069151783987,1.0,5
minimax-m1,brazil_continent,knowledge,True,True,304.4,0.8858489818109799,1.0,5
minimax-m1,capital_of_australia,knowledge,True,True,250.4,0.911355164310606,1.0,5
minimax-m1,leap_year_february_days,knowledge,True,True,448.4,0.8914491089124439,1.0,5
minimax-m1,one_plus_one,knowledge,True,True,402.0,0.9067500831340661,1.0,5
minimax-m1,train_distance,knowledge,True,True,453.0,0.7949308304288981,1.0,5
o4-mini-high-long,brazil_continent,knowledge,False,False,67.2,0.64,1.0,5
o4-mini-high-long,capital_of_australia,knowledge,False,False,89.8,0.8464953486230083,1.0,5
o4-mini-high-long,leap_year_february_days,knowledge,False,False,104.6,0.8469955822845898,1.0,5
o4-mini-high-long,one_plus_one,knowledge,False,False,71.0,0.7304747000521649,1.0,5
o4-mini-high-long,train_distance,knowledge,False,False,135.8,0.7254450387223497,1.0,5
qwen3-235b-a22b-thinking-2507,brazil_continent,knowledge,True,True,401.2,0.6232153831411847,1.0,5
qwen3-235b-a22b-thinking-2507,capital_of_australia,knowledge,True,True,467.8,0.5576548997923789,1.0,5
qwen3-235b-a22b-thinking-2507,leap_year_february_days,knowledge,True,True,419.4,0.6239919251522983,1.0,5
qwen3-235b-a22b-thinking-2507,one_plus_one,knowledge,True,True,363.0,0.8502530478356783,1.0,5
qwen3-235b-a22b-thinking-2507,train_distance,knowledge,True,True,599.0,0.6507086652333097,1.0,5
