llm,lab,clean_model_name,prompt_id,type,open_weights,full_cot,avg_completion_tokens,avg_reasoning_ratio,avg_success_rate,total_responses
DeepHermes-3-Mistral-24B-Pre,nous,DeepHermes-3-Mistral-24B-Pre,leap_year_february_days,knowledge,True,True,501.4,0.8202228919314793,1.0,5
DeepHermes-3-Mistral-24B-Pre,nous,DeepHermes-3-Mistral-24B-Pre,monty_appliance_simple,logic puzzle,True,True,6444.2,0.9593827471483334,0.8,5
DeepHermes-3-Mistral-24B-Pre,nous,DeepHermes-3-Mistral-24B-Pre,monty_hall_default,logic puzzle,True,True,1124.2,0.7933718289156426,1.0,5
DeepHermes-3-Mistral-24B-Pre,nous,DeepHermes-3-Mistral-24B-Pre,monty_hall_inverse,logic puzzle,True,True,3225.2,0.8203498959686311,0.4,5
DeepHermes-3-Mistral-24B-Pre,nous,DeepHermes-3-Mistral-24B-Pre,one_plus_one,knowledge,True,True,497.8,0.902538892035192,1.0,5
DeepHermes-3-Mistral-24B-Pre,nous,DeepHermes-3-Mistral-24B-Pre,roses_logic,logic puzzle,True,True,1066.6,0.7839006449121901,1.0,5
DeepHermes-3-Mistral-24B-Pre,nous,DeepHermes-3-Mistral-24B-Pre,train_distance,knowledge,True,True,548.4,0.8312690796252735,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,AIME2023II_P1,Math,True,True,1486.8,0.6943524648882804,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,AIME2023II_P1_mod,Math,True,True,1470.4,0.7090073536608053,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,AIME2025I_P2_modified,Math,True,True,3074.4,0.8541754965642496,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,AIME2025I_Problem_2,Math,True,True,3360.0,0.8575977834064252,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,Ice cream parlor,Math,True,True,3846.2,0.8889628144089284,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,Integer pairs,Math,True,True,5158.0,0.9037270220086272,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,brazil_continent,knowledge,True,True,268.4,0.7333751551464867,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,bridge_torch_default,logic puzzle,True,True,1814.8,0.8308415023469466,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,bridge_torch_easy,logic puzzle,True,True,8835.4,0.9232913056874826,0.6,5
Hermes-4-405B,nous,Hermes-4-405B,bridge_torch_easy_10m,logic puzzle,True,True,2013.4,0.9428268108706266,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,bridge_torch_impossible,logic puzzle,True,True,10052.0,0.9277765021775393,0.4,5
Hermes-4-405B,nous,Hermes-4-405B,capital_of_australia,knowledge,True,True,291.0,0.7439618934010326,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,leap_year_february_days,knowledge,True,True,324.4,0.7089024264143651,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,monty_appliance_simple,logic puzzle,True,True,5634.2,0.9687531040579163,0.2,5
Hermes-4-405B,nous,Hermes-4-405B,monty_hall_default,logic puzzle,True,True,1152.0,0.8049769215651533,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,monty_hall_inverse,logic puzzle,True,True,3520.6,0.9211270862273164,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,one_plus_one,knowledge,True,True,281.2,0.8138907828282378,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,roses_logic,logic puzzle,True,True,750.6,0.7467024974442585,1.0,5
Hermes-4-405B,nous,Hermes-4-405B,train_distance,knowledge,True,True,428.4,0.8283385551851131,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,AIME2023II_P1,Math,False,True,2848.8,0.8596737032947264,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,AIME2023II_P1_mod,Math,False,True,2766.8,0.8368931305177713,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,AIME2025I_P2_modified,Math,False,True,7756.8,0.944303737375427,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,AIME2025I_Problem_2,Math,False,True,9248.4,0.9470885348922918,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,Ice cream parlor,Math,False,True,15636.2,0.9641972871177813,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,Integer pairs,Math,False,True,14976.8,0.9601613672076887,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,brazil_continent,knowledge,False,True,107.2,0.8152222479076021,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,bridge_torch_default,logic puzzle,False,True,11502.8,0.9609176783790199,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,bridge_torch_easy,logic puzzle,False,True,19834.0,0.9777807802111023,0.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,bridge_torch_easy_10m,logic puzzle,False,True,19497.0,0.9734067745430695,0.2,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,bridge_torch_impossible,logic puzzle,False,True,22466.6,0.9796457429879771,0.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,capital_of_australia,knowledge,False,True,149.8,0.6494028933435728,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,leap_year_february_days,knowledge,False,True,173.4,0.8802633583907229,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,monty_appliance_simple,logic puzzle,False,True,5298.8,0.9313326484777248,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,monty_hall_default,logic puzzle,False,True,858.8,0.6496834701134626,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,monty_hall_inverse,logic puzzle,False,True,12035.0,0.9593594629595815,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,one_plus_one,knowledge,False,True,67.6,0.9248418859953038,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,roses_logic,logic puzzle,False,True,1261.6,0.7588821830252519,1.0,5
claude-3-7-sonnet-20250219,anthropic,claude-3-7-sonnet-20250219,train_distance,knowledge,False,True,177.8,0.567463035151983,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,AIME2023II_P1,Math,False,False,1831.4,0.6972889237080703,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,AIME2023II_P1_mod,Math,False,False,2650.0,0.7801433370770015,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,AIME2025I_P2_modified,Math,False,False,7479.4,0.9356501530731911,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,AIME2025I_Problem_2,Math,False,False,5118.2,0.8828246934418484,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,Ice cream parlor,Math,False,False,3905.6,0.7990363081194171,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,Integer pairs,Math,False,False,8508.4,0.914769117559819,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,brazil_continent,knowledge,False,False,55.6,0.6982442079175211,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,bridge_torch_default,logic puzzle,False,False,1821.6,0.7915007490655801,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,bridge_torch_easy,logic puzzle,False,False,5745.0,0.9302379352608595,0.6,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,bridge_torch_easy_10m,logic puzzle,False,False,4446.2,0.9116074420764615,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,bridge_torch_impossible,logic puzzle,False,False,12084.2,0.9574263641118181,0.8,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,capital_of_australia,knowledge,False,False,86.8,0.861971565795535,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,leap_year_february_days,knowledge,False,False,161.0,0.5719644720179738,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,monty_appliance_simple,logic puzzle,False,False,5120.0,0.9012400184728305,0.2,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,monty_hall_default,logic puzzle,False,False,745.2,0.6363549049359937,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,monty_hall_inverse,logic puzzle,False,False,2385.4,0.7773788334565763,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,one_plus_one,knowledge,False,False,45.4,0.9360447884057971,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,roses_logic,logic puzzle,False,False,724.8,0.5310389587949288,1.0,5
claude-4-sonnet-0522-thinking,anthropic,claude-4-sonnet-0522-thinking,train_distance,knowledge,False,False,193.6,0.6244202256727156,1.0,5
claude-opus-4,anthropic,claude-opus-4,AIME2023II_P1,Math,False,False,1181.2,0.6627352810402416,1.0,5
claude-opus-4,anthropic,claude-opus-4,AIME2023II_P1_mod,Math,False,False,1385.8,0.6732283825471836,1.0,5
claude-opus-4,anthropic,claude-opus-4,AIME2025I_P2_modified,Math,False,False,6155.8,0.9329499805499782,1.0,5
claude-opus-4,anthropic,claude-opus-4,AIME2025I_Problem_2,Math,False,False,6012.0,0.9105509823308605,1.0,5
claude-opus-4,anthropic,claude-opus-4,Ice cream parlor,Math,False,False,3571.4,0.8184621304529319,1.0,5
claude-opus-4,anthropic,claude-opus-4,Integer pairs,Math,False,False,5833.4,0.8631266249359802,1.0,5
claude-opus-4,anthropic,claude-opus-4,brazil_continent,knowledge,False,False,56.8,0.704554248042913,1.0,5
claude-opus-4,anthropic,claude-opus-4,bridge_torch_default,logic puzzle,False,False,941.4,0.6492606067890412,1.0,5
claude-opus-4,anthropic,claude-opus-4,bridge_torch_easy,logic puzzle,False,False,2168.8,0.839124273356114,0.8,5
claude-opus-4,anthropic,claude-opus-4,bridge_torch_easy_10m,logic puzzle,False,False,582.4,0.5922422669535845,1.0,5
claude-opus-4,anthropic,claude-opus-4,bridge_torch_impossible,logic puzzle,False,False,10623.6,0.9524759265011433,0.8,5
claude-opus-4,anthropic,claude-opus-4,capital_of_australia,knowledge,False,False,86.2,0.8606289556044491,1.0,5
claude-opus-4,anthropic,claude-opus-4,leap_year_february_days,knowledge,False,False,93.8,0.8527008146380423,1.0,5
claude-opus-4,anthropic,claude-opus-4,monty_appliance_simple,logic puzzle,False,False,1060.0,0.7219785781499285,0.6,5
claude-opus-4,anthropic,claude-opus-4,monty_hall_default,logic puzzle,False,False,638.8,0.6040845836122485,1.0,5
claude-opus-4,anthropic,claude-opus-4,monty_hall_inverse,logic puzzle,False,False,1541.8,0.661957053046818,0.8,5
claude-opus-4,anthropic,claude-opus-4,one_plus_one,knowledge,False,False,49.2,0.9408837415482404,1.0,5
claude-opus-4,anthropic,claude-opus-4,roses_logic,logic puzzle,False,False,520.0,0.4932724410023601,1.0,5
claude-opus-4,anthropic,claude-opus-4,train_distance,knowledge,False,False,138.8,0.5314021017257418,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,AIME2023II_P1,Math,False,False,1103.2,0.6189751466049487,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,AIME2023II_P1_mod,Math,False,False,1540.4,0.6837265348596889,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,AIME2025I_P2_modified,Math,False,False,2275.4,0.8050469170598691,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,AIME2025I_Problem_2,Math,False,False,3314.6,0.8344058462402375,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,Ice cream parlor,Math,False,False,3077.8,0.7775144591349518,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,Integer pairs,Math,False,False,4914.4,0.8461016760552571,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,brazil_continent,knowledge,False,False,58.8,0.7145804922035042,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,bridge_torch_default,logic puzzle,False,False,1055.4,0.669209175034682,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,bridge_torch_easy,logic puzzle,False,False,3450.8,0.8908475874209711,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,bridge_torch_easy_10m,logic puzzle,False,False,668.6,0.566313688140304,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,bridge_torch_impossible,logic puzzle,False,False,9453.4,0.9461991207704656,0.4,5
claude-opus-4.1,anthropic,claude-opus-4.1,capital_of_australia,knowledge,False,False,81.8,0.8503993748768014,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,leap_year_february_days,knowledge,False,False,108.6,0.6869986884391748,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,monty_appliance_simple,logic puzzle,False,False,1069.0,0.6332722891257566,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,monty_hall_default,logic puzzle,False,False,622.0,0.57227122312891,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,monty_hall_inverse,logic puzzle,False,False,730.6,0.5624805869177731,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,one_plus_one,knowledge,False,False,49.2,0.9409682375450179,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,roses_logic,logic puzzle,False,False,558.6,0.47321036910679865,1.0,5
claude-opus-4.1,anthropic,claude-opus-4.1,train_distance,knowledge,False,False,147.8,0.49562789946875885,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,AIME2023II_P1,Math,True,True,547.2,0.4598117328338307,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,AIME2023II_P1_mod,Math,True,True,579.2,0.4458795149685576,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,AIME2025I_P2_modified,Math,True,True,1759.8,0.6640753662819914,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,AIME2025I_Problem_2,Math,True,True,1404.8,0.6385664451175981,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,Ice cream parlor,Math,True,True,2007.0,0.6770559319093747,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,Integer pairs,Math,True,True,1801.4,0.5958939857209815,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,brazil_continent,knowledge,True,True,112.2,0.8544463587788158,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,bridge_torch_default,logic puzzle,True,True,1504.4,0.8568931718542153,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,bridge_torch_easy,logic puzzle,True,True,13855.4,0.9841351868137638,0.4,5
deepseek-V3.1,deepseek,deepseek-V3.1,bridge_torch_easy_10m,logic puzzle,True,True,5316.6,0.9752093536689973,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,bridge_torch_impossible,logic puzzle,True,True,21088.2,0.9860141128682127,0.2,5
deepseek-V3.1,deepseek,deepseek-V3.1,capital_of_australia,knowledge,True,True,126.2,0.7810890745140744,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,leap_year_february_days,knowledge,True,True,153.6,0.8729904597258227,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,monty_appliance_simple,logic puzzle,True,True,5471.4,0.9658401030541708,0.6,5
deepseek-V3.1,deepseek,deepseek-V3.1,monty_hall_default,logic puzzle,True,True,454.0,0.6584678221056371,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,monty_hall_inverse,logic puzzle,True,True,2128.6,0.8807579172150627,0.8,5
deepseek-V3.1,deepseek,deepseek-V3.1,one_plus_one,knowledge,True,True,95.2,0.9422028002647561,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,roses_logic,logic puzzle,True,True,386.4,0.6885303034526812,1.0,5
deepseek-V3.1,deepseek,deepseek-V3.1,train_distance,knowledge,True,True,276.6,0.7887480560582109,1.0,5
deepseek-r1,deepseek,deepseek-r1,AIME2023II_P1,Math,True,True,1982.2,0.769239131778362,1.0,5
deepseek-r1,deepseek,deepseek-r1,AIME2023II_P1_mod,Math,True,True,1449.2,0.7232953699324952,1.0,5
deepseek-r1,deepseek,deepseek-r1,AIME2025I_P2_modified,Math,True,True,3170.4,0.8725225763557625,1.0,5
deepseek-r1,deepseek,deepseek-r1,AIME2025I_Problem_2,Math,True,True,2674.0,0.8573053763137171,1.0,5
deepseek-r1,deepseek,deepseek-r1,Ice cream parlor,Math,True,True,3098.2,0.8340728129218533,1.0,5
deepseek-r1,deepseek,deepseek-r1,Integer pairs,Math,True,True,4966.2,0.8947130508127519,1.0,5
deepseek-r1,deepseek,deepseek-r1,brazil_continent,knowledge,True,True,354.0,0.8403235961823914,1.0,5
deepseek-r1,deepseek,deepseek-r1,bridge_torch_default,logic puzzle,True,True,1950.0,0.8483548570746484,1.0,5
deepseek-r1,deepseek,deepseek-r1,bridge_torch_easy,logic puzzle,True,True,9136.4,0.9238472616107897,0.2,5
deepseek-r1,deepseek,deepseek-r1,bridge_torch_easy_10m,logic puzzle,True,True,2822.8,0.9412832038729769,1.0,5
deepseek-r1,deepseek,deepseek-r1,bridge_torch_impossible,logic puzzle,True,True,8031.8,0.9027595771462285,0.0,5
deepseek-r1,deepseek,deepseek-r1,capital_of_australia,knowledge,True,True,245.6,0.7936741225827277,1.0,5
deepseek-r1,deepseek,deepseek-r1,leap_year_february_days,knowledge,True,True,302.8,0.8215453403653049,1.0,5
deepseek-r1,deepseek,deepseek-r1,monty_appliance_simple,logic puzzle,True,True,4065.8,0.9448966285288056,1.0,5
deepseek-r1,deepseek,deepseek-r1,monty_hall_default,logic puzzle,True,True,1033.2,0.7585450213198698,1.0,5
deepseek-r1,deepseek,deepseek-r1,monty_hall_inverse,logic puzzle,True,True,2704.6,0.8921060940081569,1.0,5
deepseek-r1,deepseek,deepseek-r1,one_plus_one,knowledge,True,True,263.0,0.8525262606286004,1.0,5
deepseek-r1,deepseek,deepseek-r1,roses_logic,logic puzzle,True,True,758.6,0.7587559178907399,1.0,5
deepseek-r1,deepseek,deepseek-r1,train_distance,knowledge,True,True,354.8,0.8049484747503414,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,AIME2023II_P1,Math,True,True,4122.6,0.8862073076623785,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,AIME2023II_P1_mod,Math,True,True,4005.2,0.8923767033885797,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,AIME2025I_P2_modified,Math,True,True,6261.6,0.8897027337695949,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,AIME2025I_Problem_2,Math,True,True,7673.4,0.9195804627619693,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,Ice cream parlor,Math,True,True,11761.6,0.9556454484617258,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,Integer pairs,Math,True,True,13108.0,0.9480477746028477,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,brazil_continent,knowledge,True,True,234.6,0.7975364112589689,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,bridge_torch_default,logic puzzle,True,True,5915.6,0.9166766772995238,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,bridge_torch_easy,logic puzzle,True,True,12177.0,0.9695592971356713,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,bridge_torch_easy_10m,logic puzzle,True,True,5451.0,0.9354679335273246,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,bridge_torch_impossible,logic puzzle,True,True,14393.5,0.9640480026519096,1.0,2
deepseek-r1-0528,deepseek,deepseek-r1-0528,capital_of_australia,knowledge,True,True,360.2,0.6071182573154031,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,leap_year_february_days,knowledge,True,True,454.6,0.8000288728374947,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,monty_appliance_simple,logic puzzle,True,True,4326.2,0.8846982017390704,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,monty_hall_default,logic puzzle,True,True,1720.0,0.6888874747258533,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,monty_hall_inverse,logic puzzle,True,True,7591.6,0.9197766061778267,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,one_plus_one,knowledge,True,True,323.6,0.9304659318106498,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,roses_logic,logic puzzle,True,True,1193.6,0.6858256849311548,1.0,5
deepseek-r1-0528,deepseek,deepseek-r1-0528,train_distance,knowledge,True,True,661.2,0.7695746435258282,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,AIME2023II_P1,Math,False,False,4612.4,0.7509345903010345,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,AIME2023II_P1_mod,Math,False,False,4206.2,0.7051603859375808,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,AIME2025I_P2_modified,Math,False,False,2878.2,0.6767252147069028,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,AIME2025I_Problem_2,Math,False,False,3551.0,0.6849696278116582,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,Ice cream parlor,Math,False,False,5752.4,0.733081053454214,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,Integer pairs,Math,False,False,5679.2,0.7200639256588726,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,brazil_continent,knowledge,False,False,38.8,0.7630122328453524,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,bridge_torch_default,logic puzzle,False,False,2005.6,0.8032336201110691,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,bridge_torch_easy,logic puzzle,False,False,8220.6,0.9262264886260729,0.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,bridge_torch_easy_10m,logic puzzle,False,False,5414.0,0.9383480355155708,0.8,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,bridge_torch_impossible,logic puzzle,False,False,9397.4,0.7969888603904549,0.6,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,capital_of_australia,knowledge,False,False,47.2,0.7745766733266735,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,leap_year_february_days,knowledge,False,False,126.0,0.8595203731292299,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,monty_appliance_simple,logic puzzle,False,False,990.4,0.8182757185627153,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,monty_hall_default,logic puzzle,False,False,1377.0,0.7037563496471732,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,monty_hall_inverse,logic puzzle,False,False,2494.4,0.7790459541730816,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,one_plus_one,knowledge,False,False,46.6,0.9725595238095238,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,roses_logic,logic puzzle,False,False,1073.4,0.8012068103590426,1.0,5
gemini-2.5-flash-high,google,gemini-2.5-flash-high,train_distance,knowledge,False,False,282.6,0.7887282263493864,1.0,5
gpt-5,openai,gpt-5,AIME2023II_P1,Math,False,False,638.4,0.9459860999994885,1.0,5
gpt-5,openai,gpt-5,AIME2023II_P1_mod,Math,False,False,681.4,0.9584063607249563,1.0,5
gpt-5,openai,gpt-5,AIME2025I_P2_modified,Math,False,False,1750.6,0.9325625135472089,1.0,5
gpt-5,openai,gpt-5,AIME2025I_Problem_2,Math,False,False,2120.0,0.9585088287848693,1.0,5
gpt-5,openai,gpt-5,Ice cream parlor,Math,False,False,2633.6,0.9884398113587114,1.0,5
gpt-5,openai,gpt-5,Integer pairs,Math,False,False,3987.8,0.9982167858747447,1.0,5
gpt-5,openai,gpt-5,brazil_continent,knowledge,False,False,136.4,0.7502653951846392,1.0,5
gpt-5,openai,gpt-5,bridge_torch_default,logic puzzle,False,False,1855.0,0.9531819444081148,1.0,5
gpt-5,openai,gpt-5,bridge_torch_easy,logic puzzle,False,False,6062.6,0.9862480341034081,1.0,5
gpt-5,openai,gpt-5,bridge_torch_easy_10m,logic puzzle,False,False,2489.2,0.9758805501433561,1.0,5
gpt-5,openai,gpt-5,bridge_torch_impossible,logic puzzle,False,False,8403.6,0.9790257902032679,1.0,5
gpt-5,openai,gpt-5,capital_of_australia,knowledge,False,False,123.6,0.9202168515174627,1.0,5
gpt-5,openai,gpt-5,leap_year_february_days,knowledge,False,False,136.6,0.9289111442370993,1.0,5
gpt-5,openai,gpt-5,monty_appliance_simple,logic puzzle,False,False,4898.8,0.9925698163331511,1.0,5
gpt-5,openai,gpt-5,monty_hall_default,logic puzzle,False,False,449.4,0.8758294146137823,1.0,5
gpt-5,openai,gpt-5,monty_hall_inverse,logic puzzle,False,False,3122.2,0.9750761531201201,1.0,5
gpt-5,openai,gpt-5,one_plus_one,knowledge,False,False,173.4,0.9367457164640264,1.0,5
gpt-5,openai,gpt-5,roses_logic,logic puzzle,False,False,1226.8,0.959202380941497,1.0,5
gpt-5,openai,gpt-5,train_distance,knowledge,False,False,136.0,0.9411764705882353,1.0,5
gpt-oss-120b,openai,gpt-oss-120b,AIME2023II_P1,Math,True,True,555.8,0.48134446493226274,1.0,5
