llm,prompt_id,type,open_weights,full_cot,avg_completion_tokens,avg_reasoning_ratio,avg_success_rate,total_responses
llama-3.3-nemotron-super-49b-v1,AIME2023II_P1,Math,True,True,1352.0,0.6951046858077288,1.0,5
llama-3.3-nemotron-super-49b-v1,AIME2023II_P1_mod,Math,True,True,1348.4,0.6792001528318392,1.0,5
llama-3.3-nemotron-super-49b-v1,AIME2025I_P2_modified,Math,True,True,2893.4,0.8474965267835444,1.0,5
llama-3.3-nemotron-super-49b-v1,AIME2025I_Problem_2,Math,True,True,2626.2,0.8531466884286028,1.0,5
llama-3.3-nemotron-super-49b-v1,Ice cream parlor,Math,True,True,3399.4,0.8535690785141131,1.0,5
llama-3.3-nemotron-super-49b-v1,Integer pairs,Math,True,True,5347.0,0.8976721876811202,1.0,5
magistral-medium-2506-thinking,AIME2023II_P1,Math,True,True,4047.0,0.8009359720611094,1.0,5
magistral-medium-2506-thinking,AIME2023II_P1_mod,Math,True,True,6957.8,0.7927400352316507,1.0,5
magistral-medium-2506-thinking,AIME2025I_P2_modified,Math,True,True,15442.4,0.6640565314035468,1.0,5
magistral-medium-2506-thinking,AIME2025I_Problem_2,Math,True,True,12691.0,0.6686758769395205,1.0,5
magistral-medium-2506-thinking,Ice cream parlor,Math,True,True,18182.4,0.7004302934273026,1.0,5
magistral-medium-2506-thinking,Integer pairs,Math,True,True,11920.4,0.7079806723145469,1.0,5
magistral-small-2506,AIME2023II_P1,Math,True,True,4621.2,0.800601249846182,1.0,5
magistral-small-2506,AIME2023II_P1_mod,Math,True,True,6520.6,0.7830932079011278,1.0,5
magistral-small-2506,AIME2025I_P2_modified,Math,True,True,12274.3,0.6666723241978741,1.0,10
magistral-small-2506,AIME2025I_Problem_2,Math,True,True,11594.8,0.6816257633356103,1.0,5
magistral-small-2506,Ice cream parlor,Math,True,True,14684.6,0.7299312445505164,1.0,5
magistral-small-2506,Integer pairs,Math,True,True,17729.0,0.7036731588780671,1.0,5
minimax-m1,AIME2023II_P1,Math,True,True,3911.2,0.8816408688894315,1.0,5
minimax-m1,AIME2023II_P1_mod,Math,True,True,3660.8,0.846344819330265,1.0,5
minimax-m1,AIME2025I_P2_modified,Math,True,True,8652.8,0.9426956171837778,1.0,5
minimax-m1,AIME2025I_Problem_2,Math,True,True,7188.0,0.942268644655117,1.0,5
minimax-m1,Ice cream parlor,Math,True,True,9809.0,0.9538222793801401,1.0,5
minimax-m1,Integer pairs,Math,True,True,12751.6,0.9502739867041015,1.0,5
o4-mini-high-long,AIME2023II_P1,Math,False,False,417.6,0.8644624987998935,1.0,5
o4-mini-high-long,AIME2023II_P1_mod,Math,False,False,572.2,0.7561581896669181,1.0,5
o4-mini-high-long,AIME2025I_P2_modified,Math,False,False,1631.6,0.8814917321425874,1.0,5
o4-mini-high-long,AIME2025I_Problem_2,Math,False,False,1506.2,0.9082620536967585,1.0,5
o4-mini-high-long,Ice cream parlor,Math,False,False,2068.0,0.9097087607193244,1.0,5
o4-mini-high-long,Integer pairs,Math,False,False,2264.0,0.8741448384014273,1.0,5
qwen3-235b-a22b-thinking-2507,AIME2023II_P1,Math,True,True,5032.4,0.6867106145921784,1.0,5
qwen3-235b-a22b-thinking-2507,AIME2023II_P1_mod,Math,True,True,5114.0,0.710502324512319,1.0,5
qwen3-235b-a22b-thinking-2507,AIME2025I_P2_modified,Math,True,True,9257.8,0.5913461408335117,1.0,5
qwen3-235b-a22b-thinking-2507,AIME2025I_Problem_2,Math,True,True,8739.6,0.59755290319126,1.0,5
qwen3-235b-a22b-thinking-2507,Ice cream parlor,Math,True,True,15039.666666666666,0.7108630439779193,1.0,3
qwen3-235b-a22b-thinking-2507,Integer pairs,Math,True,True,12182.0,0.593325219821246,1.0,5
